Theoretical_m/z,Composition,Glycan_class,H,N,F,Sialic-acid_state,Adduct,Glycan_Chemistries
3598.3176,H7N6Sa3Gd1,Bisected tri-antennary / Tetra-antennary,7,6,0,Sa3 Sd0 Ga0 Gd1,[M+Na]+,SA
3598.3428,H6N6F3Sm2Gm1,Bisected tri-antennary / Tetra-antennary,6,6,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3598.3428,H7N6F2Sm3,Bisected tri-antennary / Tetra-antennary,7,6,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3598.3428,H7N8F1Sd1Gd1,Bisected penta-antennary,7,8,1,Sa0 Sd1 Ga0 Gd1,[M+Na]+,SA
3598.3428,H8N8Sd2,Bisected penta-antennary,8,8,0,Sa0 Sd2 Ga0 Gd0,[M+Na]+,SA
3599.2404,H9N8F1G1Na1,Bisected penta-antennary,9,8,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3599.3268,H6N7F4Sa2,Bisected tetra-antennary / Penta-antennary,6,7,4,Sa2 Sd0 Ga0 Gd0,[M+Na]+,SA
3600.2744,H6N7F2S3,Bisected tetra-antennary / Penta-antennary,6,7,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3600.322,H7N6F2Sa1Sd1Ga1,Bisected tri-antennary / Tetra-antennary,7,6,2,Sa1 Sd1 Ga1 Gd0,[M+Na]+,SA
3600.322,H7N6F2Sa2Gd1,Bisected tri-antennary / Tetra-antennary,7,6,2,Sa2 Sd0 Ga0 Gd1,[M+Na]+,SA
3601.2948,H6N7F4S2,Bisected tetra-antennary / Penta-antennary,6,7,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3602.1914,H7N6S4Na2,Bisected tri-antennary / Tetra-antennary,7,6,0,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3602.3264,H7N6F4Sm1Gm1,Bisected tri-antennary / Tetra-antennary,7,6,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3602.3264,H7N6F4Sd1Ga1,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa0 Sd1 Ga1 Gd0,[M+Na]+,SA
3602.3264,H7N6F4Sa1Gd1,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa1 Sd0 Ga0 Gd1,[M+Na]+,SA
3603.2118,H6N6F3S2G1Na2,Bisected tri-antennary / Tetra-antennary,6,6,3,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3603.2118,H7N6F2S3Na2,Bisected tri-antennary / Tetra-antennary,7,6,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3604.207,H8N8S1G1Na2,Bisected penta-antennary,8,8,0,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3604.2322,H7N6F4S2Na2,Bisected tri-antennary / Tetra-antennary,7,6,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3604.3057,H9N8F1Gd1,Bisected penta-antennary,9,8,1,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
3608.3747,H6N8Sd2Gd1,Bisected penta-antennary,6,8,0,Sa0 Sd2 Ga0 Gd1,[M+Na]+,SA
3609.1988,H6N6F3S3Na3,Bisected tri-antennary / Tetra-antennary,6,6,3,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3610.354,H7N6Sm4,Bisected tri-antennary / Tetra-antennary,7,6,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3610.354,H7N6Sa2Sd2,Bisected tri-antennary / Tetra-antennary,7,6,0,Sa2 Sd2 Ga0 Gd0,[M+Na]+,SA
3612.3584,H6N6F3Sd2Ga1,Bisected tri-antennary / Tetra-antennary,6,6,3,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
3612.3584,H6N6F3Sa1Sd1Gd1,Bisected tri-antennary / Tetra-antennary,6,6,3,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
3612.3584,H7N6F2Sa1Sd2,Bisected tri-antennary / Tetra-antennary,7,6,2,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
3613.3173,H6N7F2Sa2Ga1,Bisected tetra-antennary / Penta-antennary,6,7,2,Sa2 Sd0 Ga1 Gd0,[M+Na]+,SA
3613.3173,H7N7F1Sa3,Bisected tetra-antennary / Penta-antennary,7,7,1,Sa3 Sd0 Ga0 Gd0,[M+Na]+,SA
3614.3377,H7N6F2Sm2Gm1,Bisected tri-antennary / Tetra-antennary,7,6,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3614.3377,H8N8Sd1Gd1,Bisected penta-antennary,8,8,0,Sa0 Sd1 Ga0 Gd1,[M+Na]+,SA
3614.3628,H7N6F4Sd2,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa0 Sd2 Ga0 Gd0,[M+Na]+,SA
3615.3217,H6N7F4Sa1Ga1,Bisected tetra-antennary / Penta-antennary,6,7,4,Sa1 Sd0 Ga1 Gd0,[M+Na]+,SA
3615.3217,H7N7F3Sa2,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa2 Sd0 Ga0 Gd0,[M+Na]+,SA
3616.2693,H6N7F2S2G1,Bisected tetra-antennary / Penta-antennary,6,7,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3616.2693,H7N7F1S3,Bisected tetra-antennary / Penta-antennary,7,7,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3617.2897,H6N7F4S1G1,Bisected tetra-antennary / Penta-antennary,6,7,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3617.2897,H7N7F3S2,Bisected tetra-antennary / Penta-antennary,7,7,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3618.1863,H7N6S3G1Na2,Bisected tri-antennary / Tetra-antennary,7,6,0,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3619.2067,H7N6F2S2G1Na2,Bisected tri-antennary / Tetra-antennary,7,6,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3620.2271,H7N6F4S1G1Na2,Bisected tri-antennary / Tetra-antennary,7,6,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3622.2564,H6N7F2S3Na1,Bisected tetra-antennary / Penta-antennary,6,7,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3623.2768,H6N7F4S2Na1,Bisected tetra-antennary / Penta-antennary,6,7,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3624.1733,H7N6S4Na3,Bisected tri-antennary / Tetra-antennary,7,6,0,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3624.3948,H6N6F3Sd3,Bisected tri-antennary / Tetra-antennary,6,6,3,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
3625.1937,H6N6F3S2G1Na3,Bisected tri-antennary / Tetra-antennary,6,6,3,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3625.1937,H7N6F2S3Na3,Bisected tri-antennary / Tetra-antennary,7,6,2,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3625.3537,H6N7F2Sa2Sd1,Bisected tetra-antennary / Penta-antennary,6,7,2,Sa2 Sd1 Ga0 Gd0,[M+Na]+,SA
3626.3489,H7N6Sm3Gm1,Bisected tri-antennary / Tetra-antennary,7,6,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3626.3489,H7N6Sa1Sd2Ga1,Bisected tri-antennary / Tetra-antennary,7,6,0,Sa1 Sd2 Ga1 Gd0,[M+Na]+,SA
3626.3489,H7N6Sa2Sd1Gd1,Bisected tri-antennary / Tetra-antennary,7,6,0,Sa2 Sd1 Ga0 Gd1,[M+Na]+,SA
3627.3581,H6N7F4Sm2,Bisected tetra-antennary / Penta-antennary,6,7,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3627.3581,H6N7F4Sa1Sd1,Bisected tetra-antennary / Penta-antennary,6,7,4,Sa1 Sd1 Ga0 Gd0,[M+Na]+,SA
3628.3533,H7N6F2Sd2Ga1,Bisected tri-antennary / Tetra-antennary,7,6,2,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
3628.3533,H7N6F2Sa1Sd1Gd1,Bisected tri-antennary / Tetra-antennary,7,6,2,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
3629.3122,H7N7F1Sa2Ga1,Bisected tetra-antennary / Penta-antennary,7,7,1,Sa2 Sd0 Ga1 Gd0,[M+Na]+,SA
3629.3122,H8N7Sa3,Bisected tetra-antennary / Penta-antennary,8,7,0,Sa3 Sd0 Ga0 Gd0,[M+Na]+,SA
3630.3577,H7N6F4Sd1Gd1,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa0 Sd1 Ga0 Gd1,[M+Na]+,SA
3631.3166,H7N7F3Sa1Ga1,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa1 Sd0 Ga1 Gd0,[M+Na]+,SA
3631.3166,H8N7F2Sa2,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa2 Sd0 Ga0 Gd0,[M+Na]+,SA
3632.2643,H7N7F1S2G1,Bisected tetra-antennary / Penta-antennary,7,7,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3632.2643,H8N7S3,Bisected tetra-antennary / Penta-antennary,8,7,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3633.2846,H7N7F3S1G1,Bisected tetra-antennary / Penta-antennary,7,7,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3633.2846,H8N7F2S2,Bisected tetra-antennary / Penta-antennary,8,7,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3633.321,H8N7F4Sa1,Bisected tetra-antennary / Penta-antennary,8,7,4,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
3634.305,H8N7F4S1,Bisected tetra-antennary / Penta-antennary,8,7,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3638.2513,H6N7F2S2G1Na1,Bisected tetra-antennary / Penta-antennary,6,7,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3638.2513,H7N7F1S3Na1,Bisected tetra-antennary / Penta-antennary,7,7,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3638.3853,H7N6Sa1Sd3,Bisected tri-antennary / Tetra-antennary,7,6,0,Sa1 Sd3 Ga0 Gd0,[M+Na]+,SA
3639.2717,H6N7F4S1G1Na1,Bisected tetra-antennary / Penta-antennary,6,7,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3639.2717,H7N7F3S2Na1,Bisected tetra-antennary / Penta-antennary,7,7,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3639.3693,H6N7F2Sm3,Bisected tetra-antennary / Penta-antennary,6,7,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3640.1682,H7N6S3G1Na3,Bisected tri-antennary / Tetra-antennary,7,6,0,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3640.3533,H5N8F4Sa2,Bisected penta-antennary,5,8,4,Sa2 Sd0 Ga0 Gd0,[M+Na]+,SA
3640.3897,H6N6F3Sd2Gd1,Bisected tri-antennary / Tetra-antennary,6,6,3,Sa0 Sd2 Ga0 Gd1,[M+Na]+,SA
3640.3897,H7N6F2Sd3,Bisected tri-antennary / Tetra-antennary,7,6,2,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
3641.1886,H7N6F2S2G1Na3,Bisected tri-antennary / Tetra-antennary,7,6,2,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3641.3486,H6N7F2Sa1Sd1Ga1,Bisected tetra-antennary / Penta-antennary,6,7,2,Sa1 Sd1 Ga1 Gd0,[M+Na]+,SA
3641.3486,H6N7F2Sa2Gd1,Bisected tetra-antennary / Penta-antennary,6,7,2,Sa2 Sd0 Ga0 Gd1,[M+Na]+,SA
3641.3486,H7N7F1Sa2Sd1,Bisected tetra-antennary / Penta-antennary,7,7,1,Sa2 Sd1 Ga0 Gd0,[M+Na]+,SA
3642.3214,H5N8F4S2,Bisected penta-antennary,5,8,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3643.353,H6N7F4Sm1Gm1,Bisected tetra-antennary / Penta-antennary,6,7,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3643.353,H7N7F3Sm2,Bisected tetra-antennary / Penta-antennary,7,7,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3643.353,H6N7F4Sd1Ga1,Bisected tetra-antennary / Penta-antennary,6,7,4,Sa0 Sd1 Ga1 Gd0,[M+Na]+,SA
3643.353,H6N7F4Sa1Gd1,Bisected tetra-antennary / Penta-antennary,6,7,4,Sa1 Sd0 Ga0 Gd1,[M+Na]+,SA
3643.353,H7N7F3Sa1Sd1,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa1 Sd1 Ga0 Gd0,[M+Na]+,SA
3644.2383,H6N7F2S3Na2,Bisected tetra-antennary / Penta-antennary,6,7,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3645.2587,H6N7F4S2Na2,Bisected tetra-antennary / Penta-antennary,6,7,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3645.3071,H8N7Sa2Ga1,Bisected tetra-antennary / Penta-antennary,8,7,0,Sa2 Sd0 Ga1 Gd0,[M+Na]+,SA
3646.1553,H7N6S4Na4,Bisected tri-antennary / Tetra-antennary,7,6,0,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3647.3115,H8N7F2Sa1Ga1,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa1 Sd0 Ga1 Gd0,[M+Na]+,SA
3647.3367,H8N7F4Sm1,Bisected tetra-antennary / Penta-antennary,8,7,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3648.2592,H8N7S2G1,Bisected tetra-antennary / Penta-antennary,8,7,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3649.2796,H8N7F2S1G1,Bisected tetra-antennary / Penta-antennary,8,7,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3649.3159,H8N7F4Ga1,Bisected tetra-antennary / Penta-antennary,8,7,4,Sa0 Sd0 Ga1 Gd0,[M+Na]+,SA
3650.2999,H8N7F4G1,Bisected tetra-antennary / Penta-antennary,8,7,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3653.385,H6N7F2Sa1Sd2,Bisected tetra-antennary / Penta-antennary,6,7,2,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
3654.2462,H7N7F1S2G1Na1,Bisected tetra-antennary / Penta-antennary,7,7,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3654.2462,H8N7S3Na1,Bisected tetra-antennary / Penta-antennary,8,7,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3654.3438,H6N8F1Sa3,Bisected penta-antennary,6,8,1,Sa3 Sd0 Ga0 Gd0,[M+Na]+,SA
3654.3802,H7N6Sd3Ga1,Bisected tri-antennary / Tetra-antennary,7,6,0,Sa0 Sd3 Ga1 Gd0,[M+Na]+,SA
3654.3802,H7N6Sa1Sd2Gd1,Bisected tri-antennary / Tetra-antennary,7,6,0,Sa1 Sd2 Ga0 Gd1,[M+Na]+,SA
3655.2666,H7N7F3S1G1Na1,Bisected tetra-antennary / Penta-antennary,7,7,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3655.2666,H8N7F2S2Na1,Bisected tetra-antennary / Penta-antennary,8,7,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3655.3642,H6N7F2Sm2Gm1,Bisected tetra-antennary / Penta-antennary,6,7,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3655.3642,H7N7F1Sm3,Bisected tetra-antennary / Penta-antennary,7,7,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3655.3894,H6N7F4Sd2,Bisected tetra-antennary / Penta-antennary,6,7,4,Sa0 Sd2 Ga0 Gd0,[M+Na]+,SA
3656.287,H8N7F4S1Na1,Bisected tetra-antennary / Penta-antennary,8,7,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3656.3482,H5N8F4Sa1Ga1,Bisected penta-antennary,5,8,4,Sa1 Sd0 Ga1 Gd0,[M+Na]+,SA
3656.3482,H6N8F3Sa2,Bisected penta-antennary,6,8,3,Sa2 Sd0 Ga0 Gd0,[M+Na]+,SA
3656.3846,H7N6F2Sd2Gd1,Bisected tri-antennary / Tetra-antennary,7,6,2,Sa0 Sd2 Ga0 Gd1,[M+Na]+,SA
3657.2959,H6N8F1S3,Bisected penta-antennary,6,8,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3657.3435,H7N7F1Sa1Sd1Ga1,Bisected tetra-antennary / Penta-antennary,7,7,1,Sa1 Sd1 Ga1 Gd0,[M+Na]+,SA
3657.3435,H7N7F1Sa2Gd1,Bisected tetra-antennary / Penta-antennary,7,7,1,Sa2 Sd0 Ga0 Gd1,[M+Na]+,SA
3657.3435,H8N7Sa2Sd1,Bisected tetra-antennary / Penta-antennary,8,7,0,Sa2 Sd1 Ga0 Gd0,[M+Na]+,SA
3658.3163,H5N8F4S1G1,Bisected penta-antennary,5,8,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3658.3163,H6N8F3S2,Bisected penta-antennary,6,8,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3659.3479,H7N7F3Sm1Gm1,Bisected tetra-antennary / Penta-antennary,7,7,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3659.3479,H8N7F2Sm2,Bisected tetra-antennary / Penta-antennary,8,7,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3659.3479,H7N7F3Sd1Ga1,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa0 Sd1 Ga1 Gd0,[M+Na]+,SA
3659.3479,H7N7F3Sa1Gd1,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa1 Sd0 Ga0 Gd1,[M+Na]+,SA
3659.3479,H8N7F2Sa1Sd1,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa1 Sd1 Ga0 Gd0,[M+Na]+,SA
3660.2332,H6N7F2S2G1Na2,Bisected tetra-antennary / Penta-antennary,6,7,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3660.2332,H7N7F1S3Na2,Bisected tetra-antennary / Penta-antennary,7,7,1,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3661.2536,H6N7F4S1G1Na2,Bisected tetra-antennary / Penta-antennary,6,7,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3661.2536,H7N7F3S2Na2,Bisected tetra-antennary / Penta-antennary,7,7,3,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3661.3523,H8N7F4Sd1,Bisected tetra-antennary / Penta-antennary,8,7,4,Sa0 Sd1 Ga0 Gd0,[M+Na]+,SA
3662.1502,H7N6S3G1Na4,Bisected tri-antennary / Tetra-antennary,7,6,0,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3663.3316,H8N7F4Gm1,Bisected tetra-antennary / Penta-antennary,8,7,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3664.3033,H5N8F4S2Na1,Bisected penta-antennary,5,8,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3666.2203,H6N7F2S3Na3,Bisected tetra-antennary / Penta-antennary,6,7,2,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3666.4166,H7N6Sd4,Bisected tri-antennary / Tetra-antennary,7,6,0,Sa0 Sd4 Ga0 Gd0,[M+Na]+,SA
3668.3846,H5N8F4Sm2,Bisected penta-antennary,5,8,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3668.3846,H5N8F4Sa1Sd1,Bisected penta-antennary,5,8,4,Sa1 Sd1 Ga0 Gd0,[M+Na]+,SA
3669.3799,H6N7F2Sd2Ga1,Bisected tetra-antennary / Penta-antennary,6,7,2,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
3669.3799,H6N7F2Sa1Sd1Gd1,Bisected tetra-antennary / Penta-antennary,6,7,2,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
3669.3799,H7N7F1Sa1Sd2,Bisected tetra-antennary / Penta-antennary,7,7,1,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
3670.2411,H8N7S2G1Na1,Bisected tetra-antennary / Penta-antennary,8,7,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3670.3388,H6N8F1Sa2Ga1,Bisected penta-antennary,6,8,1,Sa2 Sd0 Ga1 Gd0,[M+Na]+,SA
3670.3388,H7N8Sa3,Bisected penta-antennary,7,8,0,Sa3 Sd0 Ga0 Gd0,[M+Na]+,SA
3671.2615,H8N7F2S1G1Na1,Bisected tetra-antennary / Penta-antennary,8,7,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3671.3592,H7N7F1Sm2Gm1,Bisected tetra-antennary / Penta-antennary,7,7,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3671.3592,H8N7Sm3,Bisected tetra-antennary / Penta-antennary,8,7,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3671.3843,H6N7F4Sd1Gd1,Bisected tetra-antennary / Penta-antennary,6,7,4,Sa0 Sd1 Ga0 Gd1,[M+Na]+,SA
3671.3843,H7N7F3Sd2,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa0 Sd2 Ga0 Gd0,[M+Na]+,SA
3672.2819,H8N7F4G1Na1,Bisected tetra-antennary / Penta-antennary,8,7,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3672.3432,H6N8F3Sa1Ga1,Bisected penta-antennary,6,8,3,Sa1 Sd0 Ga1 Gd0,[M+Na]+,SA
3672.3432,H7N8F2Sa2,Bisected penta-antennary,7,8,2,Sa2 Sd0 Ga0 Gd0,[M+Na]+,SA
3673.2908,H6N8F1S2G1,Bisected penta-antennary,6,8,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3673.2908,H7N8S3,Bisected penta-antennary,7,8,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3673.3384,H8N7Sa1Sd1Ga1,Bisected tetra-antennary / Penta-antennary,8,7,0,Sa1 Sd1 Ga1 Gd0,[M+Na]+,SA
3673.3384,H8N7Sa2Gd1,Bisected tetra-antennary / Penta-antennary,8,7,0,Sa2 Sd0 Ga0 Gd1,[M+Na]+,SA
3674.3112,H6N8F3S1G1,Bisected penta-antennary,6,8,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3674.3112,H7N8F2S2,Bisected penta-antennary,7,8,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3674.3476,H7N8F4Sa1,Bisected penta-antennary,7,8,4,Sa1 Sd0 Ga0 Gd0,[M+Na]+,SA
3675.3316,H7N8F4S1,Bisected penta-antennary,7,8,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
3675.3428,H8N7F2Sm1Gm1,Bisected tetra-antennary / Penta-antennary,8,7,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3675.3428,H8N7F2Sd1Ga1,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa0 Sd1 Ga1 Gd0,[M+Na]+,SA
3675.3428,H8N7F2Sa1Gd1,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa1 Sd0 Ga0 Gd1,[M+Na]+,SA
3676.2281,H7N7F1S2G1Na2,Bisected tetra-antennary / Penta-antennary,7,7,1,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3676.2281,H8N7S3Na2,Bisected tetra-antennary / Penta-antennary,8,7,0,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3677.2485,H7N7F3S1G1Na2,Bisected tetra-antennary / Penta-antennary,7,7,3,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3677.2485,H8N7F2S2Na2,Bisected tetra-antennary / Penta-antennary,8,7,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3677.3472,H8N7F4Gd1,Bisected tetra-antennary / Penta-antennary,8,7,4,Sa0 Sd0 Ga0 Gd1,[M+Na]+,SA
3679.2778,H6N8F1S3Na1,Bisected penta-antennary,6,8,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3680.2982,H5N8F4S1G1Na1,Bisected penta-antennary,5,8,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3680.2982,H6N8F3S2Na1,Bisected penta-antennary,6,8,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3681.4163,H6N7F2Sd3,Bisected tetra-antennary / Penta-antennary,6,7,2,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
3682.2152,H6N7F2S2G1Na3,Bisected tetra-antennary / Penta-antennary,6,7,2,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3682.2152,H7N7F1S3Na3,Bisected tetra-antennary / Penta-antennary,7,7,1,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3682.3751,H6N8F1Sa2Sd1,Bisected penta-antennary,6,8,1,Sa2 Sd1 Ga0 Gd0,[M+Na]+,SA
3682.4115,H7N6Sd3Gd1,Bisected tri-antennary / Tetra-antennary,7,6,0,Sa0 Sd3 Ga0 Gd1,[M+Na]+,SA
3684.3795,H5N8F4Sm1Gm1,Bisected penta-antennary,5,8,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3684.3795,H6N8F3Sm2,Bisected penta-antennary,6,8,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
3684.3795,H5N8F4Sd1Ga1,Bisected penta-antennary,5,8,4,Sa0 Sd1 Ga1 Gd0,[M+Na]+,SA
3684.3795,H5N8F4Sa1Gd1,Bisected penta-antennary,5,8,4,Sa1 Sd0 Ga0 Gd1,[M+Na]+,SA
3684.3795,H6N8F3Sa1Sd1,Bisected penta-antennary,6,8,3,Sa1 Sd1 Ga0 Gd0,[M+Na]+,SA
3685.3748,H7N7F1Sd2Ga1,Bisected tetra-antennary / Penta-antennary,7,7,1,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
3685.3748,H7N7F1Sa1Sd1Gd1,Bisected tetra-antennary / Penta-antennary,7,7,1,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
3685.3748,H8N7Sa1Sd2,Bisected tetra-antennary / Penta-antennary,8,7,0,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
3686.2852,H5N8F4S2Na2,Bisected penta-antennary,5,8,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
3686.3337,H7N8Sa2Ga1,Bisected penta-antennary,7,8,0,Sa2 Sd0 Ga1 Gd0,[M+Na]+,SA
