Theoretical_m/z,Composition,Glycan_class,H,N,F,Sialic-acid_state,Adduct,Glycan_Chemistries
4239.5707,H7N7F3Sa2Sd1Ga1,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa2 Sd1 Ga1 Gd0,[M+Na]+,SA
4239.5707,H7N7F3Sa3Gd1,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa3 Sd0 Ga0 Gd1,[M+Na]+,SA
4239.5707,H8N7F2Sa3Sd1,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa3 Sd1 Ga0 Gd0,[M+Na]+,SA
4240.5911,H9N8F1Sd2Gd1,Bisected penta-antennary,9,8,1,Sa0 Sd2 Ga0 Gd1,[M+Na]+,SA
4241.5751,H8N7F4Sa2Sd1,Bisected tetra-antennary / Penta-antennary,8,7,4,Sa2 Sd1 Ga0 Gd0,[M+Na]+,SA
4243.4445,H7N7F3S4Na2,Bisected tetra-antennary / Penta-antennary,7,7,3,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4246.3818,H7N6F4S3G1Na4,Bisected tri-antennary / Tetra-antennary,7,6,4,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4250.6231,H8N8Sd3Gd1,Bisected penta-antennary,8,8,0,Sa0 Sd3 Ga0 Gd1,[M+Na]+,SA
4250.6483,H7N6F4Sd4,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa0 Sd4 Ga0 Gd0,[M+Na]+,SA
4251.6071,H7N7F3Sm4,Bisected tetra-antennary / Penta-antennary,7,7,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4251.6071,H7N7F3Sa2Sd2,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa2 Sd2 Ga0 Gd0,[M+Na]+,SA
4252.566,H7N8F2Sa4,Bisected penta-antennary,7,8,2,Sa4 Sd0 Ga0 Gd0,[M+Na]+,SA
4253.4524,H8N7F2S3G1Na1,Bisected tetra-antennary / Penta-antennary,8,7,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4254.4727,H8N7F4S2G1Na1,Bisected tetra-antennary / Penta-antennary,8,7,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4254.5704,H7N8F4Sa3,Bisected penta-antennary,7,8,4,Sa3 Sd0 Ga0 Gd0,[M+Na]+,SA
4255.5656,H8N7F2Sa2Sd1Ga1,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa2 Sd1 Ga1 Gd0,[M+Na]+,SA
4255.5656,H8N7F2Sa3Gd1,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa3 Sd0 Ga0 Gd1,[M+Na]+,SA
4255.5908,H8N7F4Sm3,Bisected tetra-antennary / Penta-antennary,8,7,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4256.502,H7N8F2S4,Bisected penta-antennary,7,8,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4257.5224,H7N8F4S3,Bisected penta-antennary,7,8,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4257.5701,H8N7F4Sa1Sd1Ga1,Bisected tetra-antennary / Penta-antennary,8,7,4,Sa1 Sd1 Ga1 Gd0,[M+Na]+,SA
4257.5701,H8N7F4Sa2Gd1,Bisected tetra-antennary / Penta-antennary,8,7,4,Sa2 Sd0 Ga0 Gd1,[M+Na]+,SA
4259.4394,H7N7F3S3G1Na2,Bisected tetra-antennary / Penta-antennary,7,7,3,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4259.4394,H8N7F2S4Na2,Bisected tetra-antennary / Penta-antennary,8,7,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4260.4598,H8N7F4S3Na2,Bisected tetra-antennary / Penta-antennary,8,7,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4265.4264,H7N7F3S4Na3,Bisected tetra-antennary / Penta-antennary,7,7,3,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4266.6432,H7N6F4Sd3Gd1,Bisected tri-antennary / Tetra-antennary,7,6,4,Sa0 Sd3 Ga0 Gd1,[M+Na]+,SA
4267.602,H7N7F3Sm3Gm1,Bisected tetra-antennary / Penta-antennary,7,7,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4267.602,H8N7F2Sm4,Bisected tetra-antennary / Penta-antennary,8,7,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4267.602,H7N7F3Sa1Sd2Ga1,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa1 Sd2 Ga1 Gd0,[M+Na]+,SA
4267.602,H7N7F3Sa2Sd1Gd1,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa2 Sd1 Ga0 Gd1,[M+Na]+,SA
4267.602,H8N7F2Sa2Sd2,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa2 Sd2 Ga0 Gd0,[M+Na]+,SA
4268.5609,H7N8F2Sa3Ga1,Bisected penta-antennary,7,8,2,Sa3 Sd0 Ga1 Gd0,[M+Na]+,SA
4268.5609,H8N8F1Sa4,Bisected penta-antennary,8,8,1,Sa4 Sd0 Ga0 Gd0,[M+Na]+,SA
4269.6064,H8N7F4Sa1Sd2,Bisected tetra-antennary / Penta-antennary,8,7,4,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
4270.5653,H7N8F4Sa2Ga1,Bisected penta-antennary,7,8,4,Sa2 Sd0 Ga1 Gd0,[M+Na]+,SA
4270.5653,H8N8F3Sa3,Bisected penta-antennary,8,8,3,Sa3 Sd0 Ga0 Gd0,[M+Na]+,SA
4271.5857,H8N7F4Sm2Gm1,Bisected tetra-antennary / Penta-antennary,8,7,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4272.497,H7N8F2S3G1,Bisected penta-antennary,7,8,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4272.497,H8N8F1S4,Bisected penta-antennary,8,8,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4273.5173,H7N8F4S2G1,Bisected penta-antennary,7,8,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4273.5173,H8N8F3S3,Bisected penta-antennary,8,8,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4275.4343,H8N7F2S3G1Na2,Bisected tetra-antennary / Penta-antennary,8,7,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4276.4547,H8N7F4S2G1Na2,Bisected tetra-antennary / Penta-antennary,8,7,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4278.484,H7N8F2S4Na1,Bisected penta-antennary,7,8,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4279.5044,H7N8F4S3Na1,Bisected penta-antennary,7,8,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4279.6384,H7N7F3Sa1Sd3,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa1 Sd3 Ga0 Gd0,[M+Na]+,SA
4280.5973,H7N8F2Sa3Sd1,Bisected penta-antennary,7,8,2,Sa3 Sd1 Ga0 Gd0,[M+Na]+,SA
4281.4213,H7N7F3S3G1Na3,Bisected tetra-antennary / Penta-antennary,7,7,3,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4281.4213,H8N7F2S4Na3,Bisected tetra-antennary / Penta-antennary,8,7,2,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4282.4417,H8N7F4S3Na3,Bisected tetra-antennary / Penta-antennary,8,7,4,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4282.6017,H7N8F4Sa2Sd1,Bisected penta-antennary,7,8,4,Sa2 Sd1 Ga0 Gd0,[M+Na]+,SA
4283.5969,H8N7F2Sm3Gm1,Bisected tetra-antennary / Penta-antennary,8,7,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4283.5969,H8N7F2Sa1Sd2Ga1,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa1 Sd2 Ga1 Gd0,[M+Na]+,SA
4283.5969,H8N7F2Sa2Sd1Gd1,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa2 Sd1 Ga0 Gd1,[M+Na]+,SA
4284.5558,H8N8F1Sa3Ga1,Bisected penta-antennary,8,8,1,Sa3 Sd0 Ga1 Gd0,[M+Na]+,SA
4284.5558,H9N8Sa4,Bisected penta-antennary,9,8,0,Sa4 Sd0 Ga0 Gd0,[M+Na]+,SA
4285.6014,H8N7F4Sd2Ga1,Bisected tetra-antennary / Penta-antennary,8,7,4,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
4285.6014,H8N7F4Sa1Sd1Gd1,Bisected tetra-antennary / Penta-antennary,8,7,4,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
4286.5602,H8N8F3Sa2Ga1,Bisected penta-antennary,8,8,3,Sa2 Sd0 Ga1 Gd0,[M+Na]+,SA
4286.5602,H9N8F2Sa3,Bisected penta-antennary,9,8,2,Sa3 Sd0 Ga0 Gd0,[M+Na]+,SA
4287.4084,H7N7F3S4Na4,Bisected tetra-antennary / Penta-antennary,7,7,3,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4288.4919,H8N8F1S3G1,Bisected penta-antennary,8,8,1,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4288.4919,H9N8S4,Bisected penta-antennary,9,8,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4288.5646,H9N8F4Sa2,Bisected penta-antennary,9,8,4,Sa2 Sd0 Ga0 Gd0,[M+Na]+,SA
4289.5123,H8N8F3S2G1,Bisected penta-antennary,8,8,3,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4289.5123,H9N8F2S3,Bisected penta-antennary,9,8,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4290.5327,H9N8F4S2,Bisected penta-antennary,9,8,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4294.4789,H7N8F2S3G1Na1,Bisected penta-antennary,7,8,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4294.4789,H8N8F1S4Na1,Bisected penta-antennary,8,8,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4295.4993,H7N8F4S2G1Na1,Bisected penta-antennary,7,8,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4295.4993,H8N8F3S3Na1,Bisected penta-antennary,8,8,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4295.6333,H7N7F3Sd3Ga1,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa0 Sd3 Ga1 Gd0,[M+Na]+,SA
4295.6333,H7N7F3Sa1Sd2Gd1,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa1 Sd2 Ga0 Gd1,[M+Na]+,SA
4295.6333,H8N7F2Sa1Sd3,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa1 Sd3 Ga0 Gd0,[M+Na]+,SA
4296.5922,H7N8F2Sa2Sd1Ga1,Bisected penta-antennary,7,8,2,Sa2 Sd1 Ga1 Gd0,[M+Na]+,SA
4296.5922,H7N8F2Sa3Gd1,Bisected penta-antennary,7,8,2,Sa3 Sd0 Ga0 Gd1,[M+Na]+,SA
4296.5922,H8N8F1Sa3Sd1,Bisected penta-antennary,8,8,1,Sa3 Sd1 Ga0 Gd0,[M+Na]+,SA
4296.6173,H7N8F4Sm3,Bisected penta-antennary,7,8,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4297.4162,H8N7F2S3G1Na3,Bisected tetra-antennary / Penta-antennary,8,7,2,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4297.6377,H8N7F4Sd3,Bisected tetra-antennary / Penta-antennary,8,7,4,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
4298.4366,H8N7F4S2G1Na3,Bisected tetra-antennary / Penta-antennary,8,7,4,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4298.5966,H7N8F4Sa1Sd1Ga1,Bisected penta-antennary,7,8,4,Sa1 Sd1 Ga1 Gd0,[M+Na]+,SA
4298.5966,H7N8F4Sa2Gd1,Bisected penta-antennary,7,8,4,Sa2 Sd0 Ga0 Gd1,[M+Na]+,SA
4298.5966,H8N8F3Sa2Sd1,Bisected penta-antennary,8,8,3,Sa2 Sd1 Ga0 Gd0,[M+Na]+,SA
4300.4659,H7N8F2S4Na2,Bisected penta-antennary,7,8,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4300.5507,H9N8Sa3Ga1,Bisected penta-antennary,9,8,0,Sa3 Sd0 Ga1 Gd0,[M+Na]+,SA
4301.4863,H7N8F4S3Na2,Bisected penta-antennary,7,8,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4302.5551,H9N8F2Sa2Ga1,Bisected penta-antennary,9,8,2,Sa2 Sd0 Ga1 Gd0,[M+Na]+,SA
4303.4033,H7N7F3S3G1Na4,Bisected tetra-antennary / Penta-antennary,7,7,3,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4303.4033,H8N7F2S4Na4,Bisected tetra-antennary / Penta-antennary,8,7,2,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4304.4868,H9N8S3G1,Bisected penta-antennary,9,8,0,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4304.5595,H9N8F4Sa1Ga1,Bisected penta-antennary,9,8,4,Sa1 Sd0 Ga1 Gd0,[M+Na]+,SA
4305.5072,H9N8F2S2G1,Bisected penta-antennary,9,8,2,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4306.5276,H9N8F4S1G1,Bisected penta-antennary,9,8,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4307.6697,H7N7F3Sd4,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa0 Sd4 Ga0 Gd0,[M+Na]+,SA
4308.6286,H7N8F2Sm4,Bisected penta-antennary,7,8,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4308.6286,H7N8F2Sa2Sd2,Bisected penta-antennary,7,8,2,Sa2 Sd2 Ga0 Gd0,[M+Na]+,SA
4310.4738,H8N8F1S3G1Na1,Bisected penta-antennary,8,8,1,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4310.4738,H9N8S4Na1,Bisected penta-antennary,9,8,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4310.633,H7N8F4Sa1Sd2,Bisected penta-antennary,7,8,4,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
4311.4942,H8N8F3S2G1Na1,Bisected penta-antennary,8,8,3,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4311.4942,H9N8F2S3Na1,Bisected penta-antennary,9,8,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4311.6282,H8N7F2Sd3Ga1,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa0 Sd3 Ga1 Gd0,[M+Na]+,SA
4311.6282,H8N7F2Sa1Sd2Gd1,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa1 Sd2 Ga0 Gd1,[M+Na]+,SA
4312.5146,H9N8F4S2Na1,Bisected penta-antennary,9,8,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4312.5871,H8N8F1Sa2Sd1Ga1,Bisected penta-antennary,8,8,1,Sa2 Sd1 Ga1 Gd0,[M+Na]+,SA
4312.5871,H8N8F1Sa3Gd1,Bisected penta-antennary,8,8,1,Sa3 Sd0 Ga0 Gd1,[M+Na]+,SA
4312.5871,H9N8Sa3Sd1,Bisected penta-antennary,9,8,0,Sa3 Sd1 Ga0 Gd0,[M+Na]+,SA
4312.6122,H7N8F4Sm2Gm1,Bisected penta-antennary,7,8,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4312.6122,H8N8F3Sm3,Bisected penta-antennary,8,8,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4313.6327,H8N7F4Sd2Gd1,Bisected tetra-antennary / Penta-antennary,8,7,4,Sa0 Sd2 Ga0 Gd1,[M+Na]+,SA
4314.5915,H8N8F3Sa1Sd1Ga1,Bisected penta-antennary,8,8,3,Sa1 Sd1 Ga1 Gd0,[M+Na]+,SA
4314.5915,H8N8F3Sa2Gd1,Bisected penta-antennary,8,8,3,Sa2 Sd0 Ga0 Gd1,[M+Na]+,SA
4314.5915,H9N8F2Sa2Sd1,Bisected penta-antennary,9,8,2,Sa2 Sd1 Ga0 Gd0,[M+Na]+,SA
4316.4608,H7N8F2S3G1Na2,Bisected penta-antennary,7,8,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4316.4608,H8N8F1S4Na2,Bisected penta-antennary,8,8,1,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4316.5959,H9N8F4Sm2,Bisected penta-antennary,9,8,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4316.5959,H9N8F4Sa1Sd1,Bisected penta-antennary,9,8,4,Sa1 Sd1 Ga0 Gd0,[M+Na]+,SA
4317.4812,H7N8F4S2G1Na2,Bisected penta-antennary,7,8,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4317.4812,H8N8F3S3Na2,Bisected penta-antennary,8,8,3,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4319.3982,H8N7F2S3G1Na4,Bisected tetra-antennary / Penta-antennary,8,7,2,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4322.4479,H7N8F2S4Na3,Bisected penta-antennary,7,8,2,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4323.4683,H7N8F4S3Na3,Bisected penta-antennary,7,8,4,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4323.6646,H7N7F3Sd3Gd1,Bisected tetra-antennary / Penta-antennary,7,7,3,Sa0 Sd3 Ga0 Gd1,[M+Na]+,SA
4323.6646,H8N7F2Sd4,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa0 Sd4 Ga0 Gd0,[M+Na]+,SA
4324.6235,H7N8F2Sm3Gm1,Bisected penta-antennary,7,8,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4324.6235,H8N8F1Sm4,Bisected penta-antennary,8,8,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4324.6235,H7N8F2Sa1Sd2Ga1,Bisected penta-antennary,7,8,2,Sa1 Sd2 Ga1 Gd0,[M+Na]+,SA
4324.6235,H7N8F2Sa2Sd1Gd1,Bisected penta-antennary,7,8,2,Sa2 Sd1 Ga0 Gd1,[M+Na]+,SA
4324.6235,H8N8F1Sa2Sd2,Bisected penta-antennary,8,8,1,Sa2 Sd2 Ga0 Gd0,[M+Na]+,SA
4326.4687,H9N8S3G1Na1,Bisected penta-antennary,9,8,0,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4326.6279,H7N8F4Sd2Ga1,Bisected penta-antennary,7,8,4,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
4326.6279,H7N8F4Sa1Sd1Gd1,Bisected penta-antennary,7,8,4,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
4326.6279,H8N8F3Sa1Sd2,Bisected penta-antennary,8,8,3,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
4327.4891,H9N8F2S2G1Na1,Bisected penta-antennary,9,8,2,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4328.5095,H9N8F4S1G1Na1,Bisected penta-antennary,9,8,4,underivatized + 1 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4328.582,H9N8Sa2Sd1Ga1,Bisected penta-antennary,9,8,0,Sa2 Sd1 Ga1 Gd0,[M+Na]+,SA
4328.582,H9N8Sa3Gd1,Bisected penta-antennary,9,8,0,Sa3 Sd0 Ga0 Gd1,[M+Na]+,SA
4328.6072,H8N8F3Sm2Gm1,Bisected penta-antennary,8,8,3,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4328.6072,H9N8F2Sm3,Bisected penta-antennary,9,8,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4330.5864,H9N8F2Sa1Sd1Ga1,Bisected penta-antennary,9,8,2,Sa1 Sd1 Ga1 Gd0,[M+Na]+,SA
4330.5864,H9N8F2Sa2Gd1,Bisected penta-antennary,9,8,2,Sa2 Sd0 Ga0 Gd1,[M+Na]+,SA
4332.4558,H8N8F1S3G1Na2,Bisected penta-antennary,8,8,1,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4332.4558,H9N8S4Na2,Bisected penta-antennary,9,8,0,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4332.5908,H9N8F4Sm1Gm1,Bisected penta-antennary,9,8,4,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4332.5908,H9N8F4Sd1Ga1,Bisected penta-antennary,9,8,4,Sa0 Sd1 Ga1 Gd0,[M+Na]+,SA
4332.5908,H9N8F4Sa1Gd1,Bisected penta-antennary,9,8,4,Sa1 Sd0 Ga0 Gd1,[M+Na]+,SA
4333.4762,H8N8F3S2G1Na2,Bisected penta-antennary,8,8,3,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4333.4762,H9N8F2S3Na2,Bisected penta-antennary,9,8,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4334.4965,H9N8F4S2Na2,Bisected penta-antennary,9,8,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4336.6599,H7N8F2Sa1Sd3,Bisected penta-antennary,7,8,2,Sa1 Sd3 Ga0 Gd0,[M+Na]+,SA
4338.4428,H7N8F2S3G1Na3,Bisected penta-antennary,7,8,2,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4338.4428,H8N8F1S4Na3,Bisected penta-antennary,8,8,1,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4338.6643,H7N8F4Sd3,Bisected penta-antennary,7,8,4,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
4339.4632,H7N8F4S2G1Na3,Bisected penta-antennary,7,8,4,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4339.4632,H8N8F3S3Na3,Bisected penta-antennary,8,8,3,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4339.6595,H8N7F2Sd3Gd1,Bisected tetra-antennary / Penta-antennary,8,7,2,Sa0 Sd3 Ga0 Gd1,[M+Na]+,SA
4340.6184,H8N8F1Sm3Gm1,Bisected penta-antennary,8,8,1,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4340.6184,H9N8Sm4,Bisected penta-antennary,9,8,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4340.6184,H8N8F1Sa1Sd2Ga1,Bisected penta-antennary,8,8,1,Sa1 Sd2 Ga1 Gd0,[M+Na]+,SA
4340.6184,H8N8F1Sa2Sd1Gd1,Bisected penta-antennary,8,8,1,Sa2 Sd1 Ga0 Gd1,[M+Na]+,SA
4340.6184,H9N8Sa2Sd2,Bisected penta-antennary,9,8,0,Sa2 Sd2 Ga0 Gd0,[M+Na]+,SA
4341.6024,H7N7F4Sa4,Bisected tetra-antennary / Penta-antennary,7,7,4,Sa4 Sd0 Ga0 Gd0,[M+Na]+,SA
4342.6228,H8N8F3Sd2Ga1,Bisected penta-antennary,8,8,3,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
4342.6228,H8N8F3Sa1Sd1Gd1,Bisected penta-antennary,8,8,3,Sa1 Sd1 Ga0 Gd1,[M+Na]+,SA
4342.6228,H9N8F2Sa1Sd2,Bisected penta-antennary,9,8,2,Sa1 Sd2 Ga0 Gd0,[M+Na]+,SA
4344.4298,H7N8F2S4Na4,Bisected penta-antennary,7,8,2,underivatized + 4 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4344.6021,H9N8F2Sm2Gm1,Bisected penta-antennary,9,8,2,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4344.6272,H9N8F4Sd2,Bisected penta-antennary,9,8,4,Sa0 Sd2 Ga0 Gd0,[M+Na]+,SA
4345.5385,H7N7F4S4,Bisected tetra-antennary / Penta-antennary,7,7,4,"underivatized, plain [M+Na]+",[M+Na]+,Native Sialylated
4348.4507,H9N8S3G1Na2,Bisected penta-antennary,9,8,0,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4349.4711,H9N8F2S2G1Na2,Bisected penta-antennary,9,8,2,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4350.4915,H9N8F4S1G1Na2,Bisected penta-antennary,9,8,4,underivatized + 2 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4352.6548,H7N8F2Sd3Ga1,Bisected penta-antennary,7,8,2,Sa0 Sd3 Ga1 Gd0,[M+Na]+,SA
4352.6548,H7N8F2Sa1Sd2Gd1,Bisected penta-antennary,7,8,2,Sa1 Sd2 Ga0 Gd1,[M+Na]+,SA
4352.6548,H8N8F1Sa1Sd3,Bisected penta-antennary,8,8,1,Sa1 Sd3 Ga0 Gd0,[M+Na]+,SA
4354.4377,H8N8F1S3G1Na3,Bisected penta-antennary,8,8,1,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4354.4377,H9N8S4Na3,Bisected penta-antennary,9,8,0,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4354.6592,H7N8F4Sd2Gd1,Bisected penta-antennary,7,8,4,Sa0 Sd2 Ga0 Gd1,[M+Na]+,SA
4354.6592,H8N8F3Sd3,Bisected penta-antennary,8,8,3,Sa0 Sd3 Ga0 Gd0,[M+Na]+,SA
4355.4581,H8N8F3S2G1Na3,Bisected penta-antennary,8,8,3,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4355.4581,H9N8F2S3Na3,Bisected penta-antennary,9,8,2,underivatized + 3 extra Na (H→Na on free -COOH),[M+Na]+,Native Sialylated
4356.6133,H9N8Sm3Gm1,Bisected penta-antennary,9,8,0,all sialic acids methylamidated (Sm/Gm),[M+Na]+,Methylated
4356.6133,H9N8Sa1Sd2Ga1,Bisected penta-antennary,9,8,0,Sa1 Sd2 Ga1 Gd0,[M+Na]+,SA
4356.6133,H9N8Sa2Sd1Gd1,Bisected penta-antennary,9,8,0,Sa2 Sd1 Ga0 Gd1,[M+Na]+,SA
4357.5973,H7N7F4Sa3Ga1,Bisected tetra-antennary / Penta-antennary,7,7,4,Sa3 Sd0 Ga1 Gd0,[M+Na]+,SA
4357.5973,H8N7F3Sa4,Bisected tetra-antennary / Penta-antennary,8,7,3,Sa4 Sd0 Ga0 Gd0,[M+Na]+,SA
4358.6177,H9N8F2Sd2Ga1,Bisected penta-antennary,9,8,2,Sa0 Sd2 Ga1 Gd0,[M+Na]+,SA
